Company_ID,Ticker,Company_Name,Sector,Reporting_Period,Revenue,Operating_Profit,Net_Income,EPS,Operating_Margin,Net_Profit_Margin,Currency
CMP-1788,VTC,Vanguardian Trust Co,Banking & Finance,2023-03-31,10879678154.05,"$ 2,013,366,772.49",$1.56B,2.35,18.51,14.34,USD
CMP-1607,PC,PrimeConsumer Corp,Consumer Cyclical,2023/09/30,"USD 3,541,660,227.04",286600845.76,67135053.45,0.29,8.09,N/A,USD
CMP-1671,VRI,Vortex Resources Inc,Unknown,03/31/2021, 19842270305.91 ,1329951950.78,"346,638,181.50",0.41,,,USD
CMP-1592,VM,Velocity Motors,Consumer Discretionary,09/30/2021,"4,362,948,473.47",($ 80.35M),(182.01M),-1.28,-0.0184,(4.2%),USD
CMP-1253, CFC ,Continental Freight Corporation,Industrial,2022-12-31,$ 11.21B,"$712,295,165.83",-40469878.17,-$ 0.16,6.35%,-0.36,usd
CMP-1245,AH,Apex Hydrocarbons,ENERGY,31-12-2021,33642266560.19,$ 4.99B, 38688606544.21 ,38.05,14.85,115.00%,USD
CMP-1373, PFH ,pinnacle financial holdings,Financial Services,30-09-2022,12.76B,4982318239.83,4264881855.13,13.71,39.04,33.42,$
CMP-1252,GRB,Global Reserve Bank,FINANCE,03/31/2021,null,"25,693,943,929.88","USD 24,268,295,307.18",28.765,51.10%,48.26,$
CMP-1378,BCC,BlueStone Credit Corp,,2023/03/31,119298481538.17,"41,694,794,254.18", 34950549803.08 ,10.5,0.3495,29.30%,USD
CMP-1558,NI,NovaTherapeutics Inc,Healthcare,2022-09-30,42006789317.72, -3193647941.21 ,(4.18B),(3.33),(7.6%),(10.0%),USD
CMP-1153,AHM,Atlas Heavy Machinery,Industrial,Q4 2024, 47354350112.21 ,"USD 867,747,142.10",N/A,#DIV/0!,1.83%,-3.20,USD
CMP-1722,CH,Crestview Holdings, Financial Services ,2024/09/30,86896703796.65,24468439410.90,"99,931,209,366.14",50.25,28.16,115.00%,usd
CMP-1450,NI,NovaTherapeutics Inc,HEALTHCARE,2024-09-30,"$37,732,547,479.83","$16,897,030,785.60",15003823484.34,-,44.78%,39.76,USD
CMP-1335,OAM,Orbital Aerospace Mfg,Industrials,Q3 2021,4615966272.00,"715,930,696.53", 468375936.48 ,$3.55,15.51%,0.1015,USD
CMP-1958,TMW,  Titan Machine Works  ,Manufacturing ,31-03-2023,16.01B, 1406522530.37 ,1020887276.14,1.70,8.78,0.0637,USD
CMP-1356,AB,Aegis BioLabs,Bio/Pharma,30-06-2023,31622794606.38,"338,628,945.52",-779695318.88,145.8,1.07%,-2.47,USD
CMP-1602, OG ,OmniSoft Group,Technology,03/31/2023,"$6,240,177,158.32",545126911.94,"USD 197,563,823.30",$1.65,0.0874,0.0317,USD
CMP-1068,OAM,Orbital Aerospace Mfg,Industrial,09/30/2023,"22,412,833,108.18","(340,557,515.75)","-USD 1,450,926,541.11",-1.0599,-1.52%,-6.47%,usd
CMP-1552, PFH ,PINNACLE FINANCIAL HOLDINGS,Fin Services,2024-09-30,80854104700.61,"$ 15,007,728,940.36", 10201012409.98 ,4.4270,18.56,0.1262,USD
CMP-1659,,Crestline Exploration, Oil & Gas ,2024/03/31,9515231706.10,-524807375.03,-919071962.28,-USD 1.58,null,(9.7%),usd
CMP-1365,OAM,orbital aerospace mfg,industrials,31-12-2021,"11,461,362,363.70","1,019,335,959.83",342814424.34,USD 0.82,8.89,2.99%,USD
CMP-1261,PFH,Pinnacle Financial Holdings,Fin Services,2022/03/31,"$49,191,849,604.56",USD 19.10B,USD 17.20B,9.33,38.84%,0.3497,USD
CMP-1194, OG ,OmniSoft,Information Technology,31-12-2021,"19,207,719,226.46",1.63B,"$1,078,136,382.14",2.1,8.49%,-120.5%,USD
CMP-1383,TO&G,Titan Oil & Gas Ltd,N/A,Q1 2021, 88101591468.85 ,"(9,980,670,258.74)",-$ 14.12B,-8.48,(11.3%),,USD
CMP-1212,OAM,orbital aerospace mfg,industrials,FY2021,USD 28.38B,"USD 4,624,909,304.71",3476219733.14,4.88,-,12.25%,usd
CMP-1549,FGHI,Foundry Global Heavy Industries,,2021-09-30,TBD,1176224021.79,"$469,819,385.53",0.85,-,0.0231,$
CMP-1340, SI ,SteelCore Industries,Ind.,03/31/2022,18978227742.72,1062515389.21, 58713933.84 ,0.19,5.60,0.31%,USD
CMP-1028,VL,Vanguard Logistics,Manufacturing ,2023-06-30,"USD 38,780,234,629.26",3426226041.27,"2,437,229,375.96",1.59,0.0883,0.0628,
CMP-1885,NSC,Nexus Software Corp,Tech,FY2024,"$ 27,878,530,792.03",,8.27B,USD 15.48,0.3172,29.66,$
CMP-1328,PFH,Pinnacle Financial Holdings,Banking & Finance,2022/12/31,32589028498.58,$ 9.28B,37477382773.37,$ 19.29,28.48%,115.00,USD
CMP-1736, SD ,SteriMed Diagnostics,Bio/Pharma,FY2023,null,"$ 11,470,791,829.57","9,030,928,185.66",6.67,19.03,0.1498,USD
CMP-1042,BL,BioGenix Laboratories,HEALTHCARE,FY2022,US$ 44.94B,US$ 11.20B,TBD,USD 6.75,24.93,-,USD
CMP-1890,PHG,Pulse Health Group,Bio/Pharma,2024-03-31,53232615698.10,"$ 7,422,972,092.36","$5,433,353,054.46",None,N/A,10.21%,USD
CMP-1487,,nexus software corp,technology,30-09-2021,"44,554,519,206.87","6,764,397,223.89","$ 5,233,642,156.33",5.95,15.18%,0.1175,USD
CMP-1067,TB,trendset brands,Consumer Discretionary,2024-12-31,5259608497.26,"USD 476,367,240.26","$219,098,713.15",0.69,0.0906,4.17%,USD
CMP-1423,TMW,Titan Machine Works,Ind.,Q3 2024,"USD 5,931,981,701.47",1196961923.66,"USD 895,910,006.00",$ 7.53,0.2018,15.1%,USD
CMP-1163,CT,CloudScale Technologies,technology,2022/12/31,TBD,"$1,146,488,366.48",$ 979.01M,4.53,0.2521,21.53,USD
CMP-1203,NGC,nordic gas corp,Energy,2021-09-30,"$ 89,907,911,171.63",15883700135.09, 12407368869.28 ,3.75,-,13.80,USD
CMP-1679,EES,ECHO ENERGY SYSTEMS,Other,06/30/2024,"639,276,187.16",($28.24M), -64338310.03 ,(5.89),-4.42,-10.06,USD
CMP-1206,UOG,Urban Outfitters Group,Consumer Discretionary,2023-09-30,"USD 12,786,006,332.69", 1098634354.91 ,"728,770,569.27",2.5292,8.59,5.70,EUR
CMP-1533,,Luxe Motors International,Cons. Cyclical,2022-03-31,15509508531.83,(683523948.79),"(USD 1,154,231,777.49)",-2.85,-0.0441,-7.44,usd
CMP-1729,AQC,Apex Quantum Corp, Tech ,2023-12-31,"62,762,290,826.09","$ 15,365,023,045.84",,3.59,N/A,19.87%,USD
CMP-1753,AH,APEX HYDROCARBONS,Enrgy,FY2023,US$ 53.13B,758201074.71,"(1,408,702,069.37)",-$ 0.91,1.43,-0.0265,usd
CMP1593,tmw,Titan Machine Works,industrials,12/31/2023,US$ 5.43B,-23255085.59,-351568172.87,-3.73,-0.0043,,USD
CMP-1364,AH,Apex Hydrocarbons,ENERGY,FY2022,"USD 58,237,703,446.42",20202400231.11,16416882174.42,9999.0,34.69,28.19,USD
CMP-1449,OMG,OmniCare Medical Group,HEALTHCARE,2024,US$ 31.30B,"$ 1,825,704,598.14",194217076.03,0.11,0.0583,0.62%,USD
CMP-1394,AB,  Aegis BioLabs  ,Health Care,03/31/2021,"8,683,501,754.40",US$ 4.73B,4.22B,$ 11.12,0.5444,None,USD
CMP-1851,PE,Pioneer Equipment,Industrial,30-09-2021,"10,057,060,025.53",USD 1.09B,US$ 766.14M,4.26,10.81,7.62%,USD
CMP-1846, NAI ,NextGen Apparel Inc,Cons. Cyclical,30-06-2021,"USD 43,796,358,654.18",4870152653.74,"3,511,361,290.35",,11.12%,8.02%,USD
CMP-1481,ni,NovaTherapeutics Inc,Healthcare,31-03-2022,"$ 16,869,664,600.93","2,371,519,068.67","$ 1,895,198,729.65",$ 3.35,0.1406,11.23,USD
CMP-1584,VM,,Consumer Cyclical,2024-06-30, 46598590095.97 ,"$3,349,727,555.61",1228484037.36,1.14,150.0%,0.0264,USD
CMP-1582, CT ,CloudScale Technologies,TECHNOLOGY,30-09-2022,"$70,364,980,540.72","18,981,926,187.49","14,211,014,643.86",4.9,26.98%,20.2%,usd
CMP-1087,AQC,Apex Quantum,Technology,2022/06/30,2124623747.18,$520.35M,391330978.96,5.1,0.0%,18.42%,USD
CMP-1115,HB,HORIZON BANCORP,Financials,03/31/2022,"$ 19,765,247,639.58",$6.25B, 4955173014.31 ,#DIV/0!,31.62,25.07%,USD
CMP1432,PHG,Pulse Health Group,HEALTHCARE,FY2024, 49097322014.21 ,"USD 16,899,152,420.02", 14128858911.69 ,14.37,34.4%,28.78,USD
CMP-1529,,Sterling Wealth Partners,Banking & Finance,06/30/2024,46326005919.08,"16,598,006,811.15","$ 14,541,903,317.39",13.92,35.83,-,USD
CMP-1818,ALG,Aura Lifestyle Goods,Consumer Cyclical,2023,"$49,365,386,031.92",4804201645.99,"$ 2,669,125,208.29",2.9,9.7%,5.4%,USD
CMP-1434,cp,Curative Pharmaceuticals,health care,12/31/2021,64004759489.93,"8,634,275,337.30",$ 5.03B,4.07,13.5%,7.86%,USD
CMP-1398, AS ,AlphaBio Sciences,HealthCare ,30-06-2024,41682444349.69,"9,854,481,540.02",7665734110.53,-,23.64,0.1839,USD
CMP-1950,MAG,Meridian Asset Group,Banking & Finance,30-06-2021,$35.50B,"12,295,196,222.47",#VALUE!,16.9,34.63%,31.37%,USD
CMP-1528,VL,vanguard logistics,INDUSTRIALS,2022-09-30,US$ 28.45B,"$ 1,109,302,746.95","(188,555,716.96)",-0.13,3.9%,,usd
CMP-1374,TO&G,Titan Oil & Gas Ltd, Oil & Gas ,31-03-2024,26408182989.9,, -2532282943.35 ,-1.74,null,(9.6%),USD
CMP-1109,TB,trendset brands,Consumer Cyclical,03/31/2021,30506600213.63, 4240730378.04 ,USD 2.15B,2.7,13.90,null,USD
CMP-1095,MAG,Meridian Asset Group,FINANCE,2022/09/30,"$68,940,515,208.36",$ 15.08B,"USD 11,519,868,476.31",5.88,21.87%,16.71%,USD
CMP-1446,VL,Vanguard Logistics,Ind.,2022/09/30, 21599477010.10 ,3266575010.63, 2194113097.32 ,3.313,15.12,10.2%,USD
CMP-1488,AS,ALPHABIO SCIENCES,health care,31-03-2024,37577361313.00,$ 12.78B,11284661745.16,16.87,34.0%,30.03%,None
CMP-1718,GRB,global reserve bank,Financials,2022,None,USD 17.33B,12572318837.71,$5.91,24.7%,17.9%,USD
CMP-1495,SI,SteelCore Industries,Industrial,2021/06/30, 32100009542.72 , 3544057378.63 ,1883409491.37,$ 1.32,11.04,5.87%,USD
CMP-1209,TO&G,Titan Oil & Gas Ltd,Energy,Q1 2022, 19871015916.80 ,3685993796.75,2997316317.72,,0.1855,0.0%,USD
CMP-1720,PSC,Precision Systems Corp,Ind.,Q4 2022,$ 46.90B,"2,321,159,223.32",(371749996.21),None,4.95%,-0.0079,USD
CMP-1661,TMW,titan machine works,,FY2023,44147145460.53, 5903778248.15 ,"2,828,366,656.67",1.09,0.1337,150.0%,USD
CMP-1572,NSC,Nexus Software,Technology,2024-06-30,41632981027.59,10617384850.07,"$ 8,599,481,385.74",8.87,25.50,20.66%,USD
CMP-1710, AD ,Aeroflux Dynamics,Ind.,Q4 2022,9.95B,"($ 122,617,598.21)",-USD 464.68M,#DIV/0!,-1.23,-0.0467,USD
CMP-1539, TO&G ,Titan Oil & Gas Ltd,Energy & Power,Q1 2021,"$39,341,491,612.59","$884,340,904.53",-1687827459.95,($ 2.02),2.25,-4.29,EUR
CMP-1620,SAI,Synapse AI Inc,IT,2022-03-31,, 6210547445.56 , 5568937265.31 ,6.3811,33.65%,30.17,USD
CMP-1918,,micrologic systems,Technology,2023-06-30,66612833853.82,15241825219.36, 11712990423.22 ,8.0818,22.9%,17.6%,USD
CMP-1414,VL,Vanguard Logistics,INDUSTRIALS,2024-03-31,22215541006.23,$4.64B,"3,198,679,641.87",6.2849,0.2087,#VALUE!,USD
CMP-1105,MS,MicroLogic Systems,Information Technology,2021-06-30,"USD 41,949,240,099.08",$ 17.13B,16269433513.27,None,#VALUE!,38.78%,EUR
CMP-1672,HCP,  Helios Clean Power  , Oil & Gas ,Q4 2022,#VALUE!,,1608209301.35,$0.91,7.4%,5.05%,USD
CMP-1933,SLB,Summit Leisure Brands,Consumer Cyclical,2023-09-30,"11,690,814,246.44",507365220.76,-US$ 166.30M,(USD 0.25),4.3%,N/A,USD
CMP-1809,NSC,nexus software corp,Technology,31-03-2024,59981056501.66,"USD 5,839,942,007.34",$ 3.28B,$2.46,9.74%,5.5%,$
CMP-1473,MLR,Metro Living Retail,Retail & Consumer,2022/06/30,53463092596.77,$ 6.10B,"$ 3,400,090,557.43",1.95,11.40,6.36,USD
CMP-1909,LMI,Luxe Motors International,Consumer Cyclical,Q1 2024,12202485633.07,"(177,925,694.19)","(USD 962,656,423.98)",($4.50),-0.0146,-0.0789,USD
CMP-1158,AQC,Apex Quantum Corp,technology,2021-09-30,69478565220.05,"$ 9,248,971,623.03","$ 5,536,581,740.41",4.53,0.1331,7.97%,USD
CMP-1038,LMI,Luxe Motors International,Cons. Cyclical,2023/12/31,"20,291,293,986.29",TBD,USD 2.38B,2.2404,16.43%,0.1175,USD
CMP-1622, SI ,STEELCORE INDUSTRIES,INDUSTRIALS,2022-03-31,"USD 30,994,585,080.59","$6,767,977,064.31",5839355623.34,$ 10.37,21.84,18.84%,USD
CMP-1949,BCC,BlueStone Credit Corp, Financial Services ,FY2021,5.10B,1580098446.98,"1,250,872,473.63",14.614,N/A,0.245,USD
CMP-1501,VRI,Vortex Resources Inc,energy,2021, 78769554355.32 ,US$ 29.54B,26648857407.33,USD 7.72,37.51,0.3383,usd
CMP-1093,MLR,Metro Living Retail,Consumer Cyclical,2021/12/31,45472514889.32,"$4,351,600,689.63",2714477379.44,3.30,9.57%,5.97%,USD
CMP-1036,NI,  NovaTherapeutics Inc  ,Bio/Pharma,FY2024,"9,486,575,096.16",1938784199.79, 1634238922.33 ,7.794,20.44,17.23,USD
CMP-1268,PFH,Pinnacle Financial Holdings,FINANCE,2023-09-30,$ 74.35B,None,11.23B,8.19,21.51%,15.10%,CAD
CMP-1562,SWP,Sterling Wealth Partners,Banking & Finance,2024-03-31,46289543544.4, 7877806900.09 ,"6,897,968,135.21",7.31,17.0%,14.9%,USD
CMP-1461,VHS,VITAS HEALTH SYSTEMS,HEALTHCARE,2022-03-31,USD 27.97B,"4,958,207,743.00",3178083196.47,USD 6.01,17.72%,11.36,USD
CMP-1835,UOG,Urban Outfitters Group,consumer cyclical,09/30/2024,"$20,493,552,718.08","$1,807,722,140.21",1.20B,2.1640,8.82%,#DIV/0!,usd
CMP-1860,TMW,Titan Machine Works,Manufacturing ,Q2 2022,"8,426,990,891.00", 1647362922.83 ,USD 1.31B,7.60,null,15.59,USD
CMP-1498,AB,AEGIS BIOLABS,health care,2021-06-30, 5235075475.03 ,110672153.24,"($ 218,660,438.47)",-$2.17,2.11%,-0.0418,$
